"","Team","Opponent","Loss","Win","WinProb","Matches"
"9318","Pittsburgh","Marquette",2,0,0,2
"9319","Pittsburgh","Maryland",0,2,1,2
"9320","Pittsburgh","Miami FL",1,1,0.5,2
"9321","Pittsburgh","Michigan",1,0,0,1
"9322","Pittsburgh","Mt St Mary's",0,1,1,1
"9323","Pittsburgh","NC State",3,1,0.25,4
"9324","Pittsburgh","Niagara",0,1,1,1
"9325","Pittsburgh","North Carolina",1,2,0.666666666666667,3
"9326","Pittsburgh","North Florida",0,1,1,1
"9327","Pittsburgh","Notre Dame",1,2,0.666666666666667,3
"9328","Pittsburgh","Oakland",0,2,1,2
"9329","Pittsburgh","Penn St",0,1,1,1
"9330","Pittsburgh","Providence",0,1,1,1
"9331","Pittsburgh","Rutgers",1,0,0,1
"9332","Pittsburgh","Samford",0,1,1,1
"9333","Pittsburgh","San Diego St",1,0,0,1
"9334","Pittsburgh","Savannah St",0,1,1,1
"9335","Pittsburgh","Seton Hall",0,1,1,1
"9336","Pittsburgh","South Florida",0,1,1,1
"9337","Pittsburgh","Stanford",0,1,1,1
"9338","Pittsburgh","St Bonaventure",0,1,1,1
"9339","Pittsburgh","St John's",0,1,1,1
"9340","Pittsburgh","Syracuse",2,3,0.6,5
"9341","Pittsburgh","Texas Tech",0,1,1,1
"9342","Pittsburgh","Villanova",0,2,1,2
"9343","Pittsburgh","Virginia",3,0,0,3
"9344","Pittsburgh","Virginia Tech",1,1,0.5,2
"9345","Pittsburgh","Wake Forest",1,2,0.666666666666667,3
"9346","Pittsburgh","Youngstown St",0,1,1,1
"9347","Pittsburgh","Chaminade",0,1,1,1
"9348","Portland","Bradley",0,2,1,2
"9349","Portland","BYU",6,1,0.142857142857143,7
"9350","Portland","Colorado St",1,0,0,1
"9351","Portland","Columbia",0,1,1,1
"9352","Portland","CS Bakersfield",0,1,1,1
"9353","Portland","CS Sacramento",0,1,1,1
"9354","Portland","Drake",0,1,1,1
"9355","Portland","Edwardsville",0,1,1,1
"9356","Portland","Gonzaga",5,1,0.166666666666667,6
"9357","Portland","Idaho",0,1,1,1
"9358","Portland","Idaho St",0,1,1,1
"9359","Portland","Kentucky",1,0,0,1
"9360","Portland","Loy Marymount",2,5,0.714285714285714,7
"9361","Portland","Michigan St",1,0,0,1
"9362","Portland","Montana St",2,1,0.333333333333333,3
"9363","Portland","Murray St",0,1,1,1
"9364","Portland","New Mexico",1,0,0,1
"9365","Portland","North Florida",0,1,1,1
"9366","Portland","North Texas",1,0,0,1
"9367","Portland","Ohio",1,0,0,1
"9368","Portland","Oregon St",2,0,0,2
"9369","Portland","Pacific",2,2,0.5,4
"9370","Portland","Pepperdine",4,2,0.333333333333333,6
"9371","Portland","Portland St",0,3,1,3
"9372","Portland","Princeton",0,1,1,1
"9373","Portland","San Diego",4,2,0.333333333333333,6
"9374","Portland","San Francisco",4,2,0.333333333333333,6
"9375","Portland","San Jose St",0,2,1,2
"9376","Portland","Santa Clara",3,3,0.5,6
"9377","Portland","Southern Utah",0,1,1,1
"9378","Portland","St Mary's CA",6,1,0.142857142857143,7
"9379","Portland","TX Pan American",1,0,0,1
"9380","Portland","UC Davis",0,1,1,1
"9381","Portland","UNLV",2,0,0,2
"9382","Portland","Valparaiso",1,0,0,1
"9383","Portland","Washington St",1,0,0,1
"9384","Portland","Concordia OR",0,1,1,1
"9385","Portland","Lewis & Clark",0,1,1,1
"9386","Portland St","Boise St",1,0,0,1
"9387","Portland St","CS Bakersfield",0,1,1,1
"9388","Portland St","CS Northridge",0,1,1,1
"9389","Portland St","CS Sacramento",5,2,0.285714285714286,7
"9390","Portland St","Edwardsville",0,2,1,2
"9391","Portland St","E Washington",2,4,0.666666666666667,6
"9392","Portland St","Idaho",2,1,0.333333333333333,3
"9393","Portland St","Idaho St",3,2,0.4,5
"9394","Portland St","Loy Marymount",1,0,0,1
"9395","Portland St","Loyola-Chicago",0,1,1,1
"9396","Portland St","Montana",4,2,0.333333333333333,6
"9397","Portland St","Montana St",4,1,0.2,5
"9398","Portland St","N Colorado",3,3,0.5,6
"9399","Portland St","North Dakota",4,3,0.428571428571429,7
"9400","Portland St","Northern Arizona",5,1,0.166666666666667,6
"9401","Portland St","Oklahoma St",1,0,0,1
"9402","Portland St","Oregon",2,0,0,2
"9403","Portland St","Oregon St",1,0,0,1
"9404","Portland St","Portland",3,0,0,3
"9405","Portland St","San Francisco",1,0,0,1
"9406","Portland St","Southern Utah",1,5,0.833333333333333,6
"9407","Portland St","UC Davis",0,1,1,1
"9408","Portland St","UC Riverside",1,1,0.5,2
"9409","Portland St","UNLV",1,0,0,1
"9410","Portland St","USC",0,1,1,1
"9411","Portland St","Weber St",3,2,0.4,5
"9412","Portland St","Evergreen St",0,1,1,1
"9413","Portland St","Pac Lutheran",0,1,1,1
"9414","Portland St","Walla Walla",0,1,1,1
"9415","Portland St","Willamette",0,1,1,1
"9416","Prairie View","Alabama A&M",2,5,0.714285714285714,7
"9417","Prairie View","Alabama St",3,3,0.5,6
"9418","Prairie View","Alcorn St",4,2,0.333333333333333,6
"9419","Prairie View","Ark Pine Bluff",4,2,0.333333333333333,6
"9420","Prairie View","Baylor",1,0,0,1
"9421","Prairie View","Bethune-Cookman",0,1,1,1
"9422","Prairie View","Brown",1,0,0,1
"9423","Prairie View","BYU",1,0,0,1
"9424","Prairie View","California",1,0,0,1
"9425","Prairie View","Colorado St",1,0,0,1
"9426","Prairie View","F Dickinson",1,0,0,1
"9427","Prairie View","Grambling",1,5,0.833333333333333,6
"9428","Prairie View","Hawaii",1,0,0,1
"9429","Prairie View","Houston",1,1,0.5,2
"9430","Prairie View","Jackson St",1,6,0.857142857142857,7
"9431","Prairie View","Memphis",1,0,0,1
"9432","Prairie View","Mississippi St",1,0,0,1
"9433","Prairie View","MS Valley St",3,4,0.571428571428571,7
"9434","Prairie View","Navy",0,1,1,1
"9435","Prairie View","N Colorado",1,0,0,1
"9436","Prairie View","New Mexico St",1,0,0,1
"9437","Prairie View","North Texas",0,1,1,1
"9438","Prairie View","Oklahoma St",1,0,0,1
"9439","Prairie View","Rice",1,0,0,1
"9440","Prairie View","Sam Houston St",2,0,0,2
"9441","Prairie View","SF Austin",1,0,0,1
"9442","Prairie View","Southern Univ",6,1,0.142857142857143,7
"9443","Prairie View","TCU",2,0,0,2
"9444","Prairie View","Texas A&M",2,0,0,2
"9445","Prairie View","Texas St",1,0,0,1
"9446","Prairie View","Texas Tech",2,0,0,2
"9447","Prairie View","TX Southern",6,2,0.25,8
"9448","Prairie View","UAB",1,0,0,1
"9449","Prairie View","UCLA",2,0,0,2
"9450","Prairie View","Wisconsin",1,0,0,1
"9451","Prairie View","W Michigan",1,0,0,1
"9452","Prairie View","Schreiner",0,2,1,2
"9453","Presbyterian","American Univ",1,0,0,1
"9454","Presbyterian","Appalachian St",1,1,0.5,2
"9455","Presbyterian","Bowling Green",1,0,0,1
"9456","Presbyterian","Campbell",3,1,0.25,4
"9457","Presbyterian","Charleston So",6,0,0,6
"9458","Presbyterian","Citadel",1,1,0.5,2
"9459","Presbyterian","Clemson",1,0,0,1
"9460","Presbyterian","Coastal Car",5,1,0.166666666666667,6
"9461","Presbyterian","Cornell",1,0,0,1
"9462","Presbyterian","Creighton",1,0,0,1
"9463","Presbyterian","Duke",1,0,0,1
"9464","Presbyterian","Florida A&M",1,0,0,1
"9465","Presbyterian","Furman",2,0,0,2
"9466","Presbyterian","Gardner Webb",4,1,0.2,5
"9467","Presbyterian","Ga Southern",1,0,0,1
"9468","Presbyterian","Georgia Tech",2,0,0,2
"9469","Presbyterian","High Point",4,0,0,4
"9470","Presbyterian","Jacksonville St",1,0,0,1
"9471","Presbyterian","Liberty",1,3,0.75,4
"9472","Presbyterian","Longwood",2,3,0.6,5
"9473","Presbyterian","Louisiana Tech",1,0,0,1
"9474","Presbyterian","Marshall",1,0,0,1
"9475","Presbyterian","Morehead St",1,0,0,1
"9476","Presbyterian","Old Dominion",1,0,0,1
"9477","Presbyterian","Radford",5,0,0,5
"9478","Presbyterian","Samford",2,0,0,2
"9479","Presbyterian","South Carolina",1,0,0,1
"9480","Presbyterian","Tennessee",1,0,0,1
"9481","Presbyterian","TN Martin",2,0,0,2
"9482","Presbyterian","UNC Asheville",3,2,0.4,5
"9483","Presbyterian","UNC Greensboro",1,1,0.5,2
"9484","Presbyterian","Virginia Tech",1,0,0,1
"9485","Presbyterian","VMI",2,0,0,2
"9486","Presbyterian","Wake Forest",1,0,0,1
"9487","Presbyterian","West Virginia",1,0,0,1
"9488","Presbyterian","Winthrop",5,1,0.166666666666667,6
"9489","Presbyterian","Wisconsin",1,0,0,1
"9490","Presbyterian","Wofford",1,0,0,1
"9491","Presbyterian","Montreat And",0,2,1,2
"9492","Presbyterian","Toccoa Falls",0,2,1,2
"9493","Presbyterian","Bob Jones",0,1,1,1
"9494","Presbyterian","Piedmont",0,1,1,1
"9495","Princeton","Akron",1,0,0,1
"9496","Princeton","Brown",1,5,0.833333333333333,6
"9497","Princeton","Bucknell",0,2,1,2
"9498","Princeton","Buffalo",0,1,1,1
"9499","Princeton","Butler",1,0,0,1
"9500","Princeton","California",1,0,0,1
"9501","Princeton","Columbia",1,5,0.833333333333333,6
"9502","Princeton","Cornell",1,5,0.833333333333333,6
"9503","Princeton","Dartmouth",1,5,0.833333333333333,6
"9504","Princeton","Drexel",1,0,0,1
"9505","Princeton","Elon",0,1,1,1
"9506","Princeton","F Dickinson",1,1,0.5,2
"9507","Princeton","Florida A&M",0,1,1,1
"9508","Princeton","Fordham",1,0,0,1
"9509","Princeton","George Mason",1,1,0.5,2
"9510","Princeton","Harvard",5,1,0.166666666666667,6
"9511","Princeton","Kent",0,2,1,2
"9512","Princeton","Lafayette",1,2,0.666666666666667,3
"9513","Princeton","Liberty",0,2,1,2
"9514","Princeton","Lipscomb",0,1,1,1
"9515","Princeton","Norfolk St",0,1,1,1
"9516","Princeton","Northeastern",1,0,0,1
"9517","Princeton","Pacific",0,1,1,1
"9518","Princeton","Penn",1,4,0.8,5
"9519","Princeton","Penn St",0,1,1,1
"9520","Princeton","Portland",1,0,0,1
"9521","Princeton","Rice",0,1,1,1
"9522","Princeton","Rider",0,2,1,2
"9523","Princeton","Rutgers",1,1,0.5,2
"9524","Princeton","San Diego",1,0,0,1
"9525","Princeton","San Jose St",0,1,1,1
"9526","Princeton","Stony Brook",0,1,1,1
"9527","Princeton","St Peter's",1,0,0,1
"9528","Princeton","Syracuse",1,0,0,1
"9529","Princeton","UTEP",1,0,0,1
"9530","Princeton","Wagner",1,0,0,1
"9531","Princeton","Wake Forest",1,0,0,1
"9532","Princeton","Yale",5,1,0.166666666666667,6
"9533","Princeton","Incarnate Word",1,0,0,1
"9534","Princeton","Kean",0,1,1,1
"9535","Princeton","Rowan",0,1,1,1
"9536","Providence","Albany NY",0,1,1,1
"9537","Providence","Binghamton",0,1,1,1
"9538","Providence","Boston College",2,1,0.333333333333333,3
"9539","Providence","Brown",2,1,0.333333333333333,3
"9540","Providence","Bryant",0,1,1,1
"9541","Providence","Butler",1,3,0.75,4
"9542","Providence","Cincinnati",0,1,1,1
"9543","Providence","Colgate",0,1,1,1
"9544","Providence","Connecticut",2,0,0,2
"9545","Providence","Creighton",1,4,0.8,5
"9546","Providence","DePaul",1,4,0.8,5
"9547","Providence","Fairfield",0,2,1,2
"9548","Providence","Florida St",0,1,1,1
"9549","Providence","Georgetown",2,3,0.6,5
"9550","Providence","Holy Cross",0,1,1,1
"9551","Providence","Kentucky",2,0,0,2
"9552","Providence","La Salle",0,1,1,1
"9553","Providence","Louisville",1,0,0,1
"9554","Providence","Maine",0,1,1,1
"9555","Providence","Marist",0,1,1,1
"9556","Providence","Marquette",3,2,0.4,5
"9557","Providence","Maryland",1,0,0,1
"9558","Providence","Massachusetts",2,1,0.333333333333333,3
"9559","Providence","Miami FL",0,1,1,1
"9560","Providence","Mississippi St",0,1,1,1
"9561","Providence","Navy",0,1,1,1
"9562","Providence","NJIT",0,1,1,1
"9563","Providence","Notre Dame",0,2,1,2
"9564","Providence","Penn St",1,0,0,1
"9565","Providence","Pittsburgh",1,0,0,1
"9566","Providence","Rhode Island",0,3,1,3
"9567","Providence","Rutgers",0,1,1,1
"9568","Providence","Seton Hall",1,6,0.857142857142857,7
"9569","Providence","South Florida",0,1,1,1
"9570","Providence","St John's",3,4,0.571428571428571,7
"9571","Providence","Stony Brook",0,1,1,1
"9572","Providence","Syracuse",2,0,0,2
"9573","Providence","UNC Asheville",0,1,1,1
"9574","Providence","Vanderbilt",0,1,1,1
"9575","Providence","Vermont",0,1,1,1
"9576","Providence","Villanova",5,2,0.285714285714286,7
"9577","Providence","Xavier",2,2,0.5,4
"9578","Providence","Yale",0,2,1,2
"9579","Purdue","Arkansas St",0,1,1,1
"9580","Purdue","Ball St",0,1,1,1
"9581","Purdue","Boston College",0,1,1,1
"9582","Purdue","Bucknell",1,0,0,1
"9583","Purdue","Butler",1,0,0,1
"9584","Purdue","BYU",0,1,1,1
"9585","Purdue","Central Conn",0,1,1,1
"9586","Purdue","Clemson",0,1,1,1
"9587","Purdue","E Illinois",0,1,1,1
"9588","Purdue","E Michigan",1,1,0.5,2
"9589","Purdue","Gardner Webb",1,0,0,1
"9590","Purdue","Grambling",0,1,1,1
"9591","Purdue","Hofstra",0,1,1,1
"9592","Purdue","Illinois",2,3,0.6,5
"9593","Purdue","Indiana",2,3,0.6,5
"9594","Purdue","Iowa",2,2,0.5,4
"9595","Purdue","IPFW",0,1,1,1
"9596","Purdue","IUPUI",0,1,1,1
"9597","Purdue","Kansas St",1,0,0,1
"9598","Purdue","Lamar",0,1,1,1
"9599","Purdue","Maryland",1,0,0,1
"9600","Purdue","MD E Shore",0,1,1,1
"9601","Purdue","Michigan",4,1,0.2,5
"9602","Purdue","Michigan St",4,0,0,4
"9603","Purdue","Minnesota",2,3,0.6,5
"9604","Purdue","Missouri",0,1,1,1
"9605","Purdue","NC State",0,1,1,1
"9606","Purdue","Nebraska",1,3,0.75,4
"9607","Purdue","N Kentucky",0,1,1,1
"9608","Purdue","North Florida",1,0,0,1
"9609","Purdue","Northwestern",3,2,0.4,5
"9610","Purdue","Notre Dame",2,0,0,2
"9611","Purdue","Ohio St",5,1,0.166666666666667,6
"9612","Purdue","Oklahoma St",1,0,0,1
"9613","Purdue","Oregon St",1,0,0,1
"9614","Purdue","Penn St",1,5,0.833333333333333,6
"9615","Purdue","Rider",0,1,1,1
"9616","Purdue","Rutgers",0,2,1,2
"9617","Purdue","Samford",0,1,1,1
"9618","Purdue","Siena",0,2,1,2
"9619","Purdue","UNC Wilmington",0,1,1,1
"9620","Purdue","Vanderbilt",1,0,0,1
"9621","Purdue","Villanova",1,0,0,1
"9622","Purdue","Washington St",1,0,0,1
"9623","Purdue","West Virginia",0,2,1,2
"9624","Purdue","William & Mary",0,1,1,1
"9625","Purdue","Wisconsin",4,1,0.2,5
"9626","Purdue","Xavier",1,0,0,1
"9627","Quinnipiac","Albany NY",0,3,1,3
"9628","Quinnipiac","American Univ",1,0,0,1
"9629","Quinnipiac","Boston Univ",3,0,0,3
"9630","Quinnipiac","Bryant",1,1,0.5,2
"9631","Quinnipiac","Canisius",3,1,0.25,4
"9632","Quinnipiac","Central Conn",1,1,0.5,2
"9633","Quinnipiac","Colgate",0,1,1,1
"9634","Quinnipiac","Connecticut",1,0,0,1
"9635","Quinnipiac","Fairfield",1,3,0.75,4
"9636","Quinnipiac","F Dickinson",0,1,1,1
"9637","Quinnipiac","George Mason",1,0,0,1
"9638","Quinnipiac","Hampton",1,1,0.5,2
"9639","Quinnipiac","Hartford",1,2,0.666666666666667,3
"9640","Quinnipiac","Iona",3,2,0.4,5
"9641","Quinnipiac","La Salle",2,0,0,2
"9642","Quinnipiac","Lehigh",2,1,0.333333333333333,3
"9643","Quinnipiac","Long Island",2,1,0.333333333333333,3
"9644","Quinnipiac","Maine",1,2,0.666666666666667,3
"9645","Quinnipiac","Manhattan",2,3,0.6,5
"9646","Quinnipiac","Marist",2,3,0.6,5
"9647","Quinnipiac","Monmouth NJ",0,5,1,5
"9648","Quinnipiac","Mt St Mary's",1,0,0,1
"9649","Quinnipiac","Niagara",1,4,0.8,5
"9650","Quinnipiac","Oregon St",1,1,0.5,2
"9651","Quinnipiac","Rider",3,1,0.25,4
"9652","Quinnipiac","Robert Morris",1,1,0.5,2
"9653","Quinnipiac","Sacred Heart",1,1,0.5,2
"9654","Quinnipiac","Siena",2,2,0.5,4
"9655","Quinnipiac","St Francis NY",1,1,0.5,2
"9656","Quinnipiac","St Francis PA",0,2,1,2
"9657","Quinnipiac","St Peter's",2,2,0.5,4
"9658","Quinnipiac","Vermont",1,2,0.666666666666667,3
"9659","Quinnipiac","Wagner",0,1,1,1
"9660","Quinnipiac","Yale",0,1,1,1
"9661","Radford","Binghamton",0,1,1,1
"9662","Radford","Campbell",3,2,0.4,5
"9663","Radford","Charleston So",2,2,0.5,4
"9664","Radford","Charlotte",1,0,0,1
"9665","Radford","Chattanooga",0,1,1,1
"9666","Radford","Citadel",0,2,1,2
"9667","Radford","Coastal Car",3,0,0,3
"9668","Radford","Cornell",0,2,1,2
"9669","Radford","Delaware",1,0,0,1
"9670","Radford","E Kentucky",1,0,0,1
"9671","Radford","FL Gulf Coast",0,1,1,1
"9672","Radford","Gardner Webb",2,2,0.5,4
"9673","Radford","Georgetown",1,0,0,1
"9674","Radford","G Washington",1,0,0,1
"9675","Radford","Hampton",1,1,0.5,2
"9676","Radford","High Point",1,5,0.833333333333333,6
"9677","Radford","Howard",0,1,1,1
"9678","Radford","James Madison",1,0,0,1
"9679","Radford","Kennesaw",0,1,1,1
"9680","Radford","Liberty",3,3,0.5,6
"9681","Radford","Longwood",2,4,0.666666666666667,6
"9682","Radford","NC A&T",1,2,0.666666666666667,3
"9683","Radford","Presbyterian",0,5,1,5
"9684","Radford","Richmond",1,0,0,1
"9685","Radford","Sacred Heart",0,1,1,1
"9686","Radford","Santa Clara",1,0,0,1
"9687","Radford","Siena",1,1,0.5,2
"9688","Radford","TAM C. Christi",0,1,1,1
"9689","Radford","TCU",1,0,0,1
"9690","Radford","Towson",1,0,0,1
"9691","Radford","UNC Asheville",3,2,0.4,5
"9692","Radford","UNLV",1,0,0,1
"9693","Radford","Virginia Tech",1,1,0.5,2
"9694","Radford","VMI",3,1,0.25,4
"9695","Radford","Wake Forest",1,0,0,1
"9696","Radford","West Virginia",1,0,0,1
"9697","Radford","William & Mary",1,0,0,1
"9698","Radford","Winthrop",1,4,0.8,5
"9699","Radford","Brevard",0,1,1,1
"9700","Radford","Central Penn",0,2,1,2
"9701","Radford","Houghton",0,1,1,1
"9702","Radford","J&W NC",0,1,1,1
"9703","Radford","Catawba",0,1,1,1
"9704","Rhode Island","Arizona",1,0,0,1
"9705","Rhode Island","Auburn",0,1,1,1
"9706","Rhode Island","Brown",0,3,1,3
"9707","Rhode Island","Butler",1,0,0,1
"9708","Rhode Island","Charlotte",1,0,0,1
"9709","Rhode Island","Davidson",1,0,0,1
"9710","Rhode Island","Dayton",3,2,0.4,5
"9711","Rhode Island","Delaware St",0,1,1,1
"9712","Rhode Island","Detroit",1,1,0.5,2
"9713","Rhode Island","Duquesne",1,2,0.666666666666667,3
"9714","Rhode Island","Fordham",2,3,0.6,5
"9715","Rhode Island","George Mason",2,2,0.5,4
"9716","Rhode Island","Georgia St",0,1,1,1
"9717","Rhode Island","Georgia Tech",1,0,0,1
"9718","Rhode Island","G Washington",2,2,0.5,4
"9719","Rhode Island","Kansas",1,0,0,1
"9720","Rhode Island","La Salle",2,2,0.5,4
"9721","Rhode Island","Loyola MD",1,0,0,1
"9722","Rhode Island","LSU",0,1,1,1
"9723","Rhode Island","Maine",0,1,1,1
"9724","Rhode Island","Massachusetts",6,1,0.142857142857143,7
"9725","Rhode Island","McNeese St",0,1,1,1
"9726","Rhode Island","NC A&T",0,1,1,1
"9727","Rhode Island","Nebraska",0,1,1,1
"9728","Rhode Island","New Hampshire",0,1,1,1
"9729","Rhode Island","Norfolk St",1,0,0,1
"9730","Rhode Island","Ohio St",1,0,0,1
"9731","Rhode Island","Providence",3,0,0,3
"9732","Rhode Island","Richmond",1,2,0.666666666666667,3
"9733","Rhode Island","Santa Clara",0,1,1,1
"9734","Rhode Island","Seton Hall",1,0,0,1
"9735","Rhode Island","SMU",1,1,0.5,2
"9736","Rhode Island","Southern Miss",1,1,0.5,2
"9737","Rhode Island","St Bonaventure",1,2,0.666666666666667,3
"9738","Rhode Island","St Joseph's PA",4,1,0.2,5
"9739","Rhode Island","St Louis",1,3,0.75,4
"9740","Rhode Island","St Mary's CA",1,0,0,1
"9741","Rhode Island","Temple",1,0,0,1
"9742","Rhode Island","UNC Asheville",0,1,1,1
"9743","Rhode Island","VA Commonwealth",3,0,0,3
"9744","Rhode Island","Vermont",0,1,1,1
"9745","Rhode Island","Virginia Tech",1,0,0,1
"9746","Rhode Island","Xavier",1,0,0,1
"9747","Rhode Island","MA Lowell",0,2,1,2
"9748","Rhode Island","Metro St",0,1,1,1
"9749","Rhode Island","Pace",0,1,1,1
"9750","Rice","Charlotte",1,2,0.666666666666667,3
"9751","Rice","Chicago St",0,1,1,1
"9752","Rice","Drake",1,0,0,1
"9753","Rice","Drexel",1,0,0,1
"9754","Rice","East Carolina",2,0,0,2
"9755","Rice","FL Atlantic",1,1,0.5,2
"9756","Rice","Florida Intl",2,0,0,2
"9757","Rice","Georgia Tech",1,0,0,1
"9758","Rice","Hartford",1,0,0,1
"9759","Rice","Harvard",2,0,0,2
"9760","Rice","Houston",3,1,0.25,4
"9761","Rice","Houston Bap",2,1,0.333333333333333,3
"9762","Rice","Lamar",1,0,0,1
"9763","Rice","Long Island",1,0,0,1
"9764","Rice","Louisiana Tech",4,0,0,4
"9765","Rice","Marshall",3,0,0,3
"9766","Rice","Memphis",1,0,0,1
"9767","Rice","Mercer",1,0,0,1
"9768","Rice","Middle Tenn St",1,0,0,1
"9769","Rice","New Orleans",0,1,1,1
"9770","Rice","North Texas",3,2,0.4,5
"9771","Rice","Old Dominion",3,0,0,3
"9772","Rice","Oregon St",1,0,0,1
"9773","Rice","Prairie View",0,1,1,1
"9774","Rice","Princeton",1,0,0,1
"9775","Rice","Rider",1,0,0,1
"9776","Rice","Santa Clara",0,1,1,1
"9777","Rice","SE Louisiana",1,0,0,1
"9778","Rice","SMU",2,0,0,2
"9779","Rice","South Alabama",0,1,1,1
"9780","Rice","Southern Miss",2,1,0.333333333333333,3
"9781","Rice","TAM C. Christi",0,1,1,1
"9782","Rice","TCU",1,0,0,1
"9783","Rice","Temple",1,0,0,1
"9784","Rice","Texas",3,0,0,3
"9785","Rice","Texas A&M",1,0,0,1
"9786","Rice","Tulane",3,0,0,3
"9787","Rice","Tulsa",3,0,0,3
"9788","Rice","UAB",2,1,0.333333333333333,3
"9789","Rice","UCF",1,0,0,1
"9790","Rice","UTEP",5,0,0,5
"9791","Rice","UT San Antonio",1,2,0.666666666666667,3
"9792","Rice","Washington St",1,0,0,1
"9793","Rice","William & Mary",1,0,0,1
"9794","Rice","W Kentucky",0,1,1,1
"9795","Rice","AK Anchorage",1,0,0,1
"9796","Rice","Northwood TX",0,1,1,1
"9797","Rice","St Edward's",0,1,1,1
"9798","Rice","St Thomas TX",0,2,1,2
"9799","Rice","MTSU",0,1,1,1
"9800","Richmond","Air Force",0,2,1,2
"9801","Richmond","Belmont",0,1,1,1
"9802","Richmond","Butler",1,0,0,1
"9803","Richmond","Charlotte",0,1,1,1
"9804","Richmond","Coppin St",0,1,1,1
"9805","Richmond","Davidson",2,1,0.333333333333333,3
"9806","Richmond","Dayton",3,1,0.25,4
"9807","Richmond","Delaware",0,1,1,1
"9808","Richmond","Duquesne",0,4,1,4
"9809","Richmond","Fairfield",0,1,1,1
"9810","Richmond","Florida",1,0,0,1
"9811","Richmond","Fordham",0,4,1,4
"9812","Richmond","George Mason",3,1,0.25,4
"9813","Richmond","G Washington",2,2,0.5,4
"9814","Richmond","Hampton",0,1,1,1
"9815","Richmond","High Point",0,1,1,1
"9816","Richmond","Hofstra",0,1,1,1
"9817","Richmond","Howard",0,1,1,1
"9818","Richmond","IUPUI",0,1,1,1
"9819","Richmond","James Madison",1,2,0.666666666666667,3
"9820","Richmond","Kansas",1,0,0,1
"9821","Richmond","La Salle",2,1,0.333333333333333,3
"9822","Richmond","Liberty",0,1,1,1
"9823","Richmond","Massachusetts",1,2,0.666666666666667,3
"9824","Richmond","Minnesota",2,0,0,2
"9825","Richmond","NC State",1,0,0,1
"9826","Richmond","North Carolina",1,0,0,1
"9827","Richmond","Northeastern",1,1,0.5,2
"9828","Richmond","Northern Iowa",1,0,0,1
"9829","Richmond","Ohio",2,0,0,2
"9830","Richmond","Old Dominion",1,2,0.666666666666667,3
"9831","Richmond","Pepperdine",0,1,1,1
"9832","Richmond","Radford",0,1,1,1
"9833","Richmond","Rhode Island",2,1,0.333333333333333,3
"9834","Richmond","South Alabama",0,1,1,1
"9835","Richmond","St Bonaventure",1,4,0.8,5
"9836","Richmond","Stetson",0,1,1,1
"9837","Richmond","St Joseph's PA",1,2,0.666666666666667,3
"9838","Richmond","St Louis",2,1,0.333333333333333,3
"9839","Richmond","Temple",1,0,0,1
"9840","Richmond","UNC Wilmington",0,1,1,1
"9841","Richmond","VA Commonwealth",5,3,0.375,8
"9842","Richmond","Wake Forest",2,1,0.333333333333333,3
"9843","Richmond","William & Mary",0,3,1,3
"9844","Richmond","Wofford",0,1,1,1
"9845","Richmond","Xavier",0,1,1,1
"9846","Rider","Albany NY",1,0,0,1
"9847","Rider","Canisius",3,3,0.5,6
"9848","Rider","Central Conn",0,2,1,2
"9849","Rider","Charleston So",0,1,1,1
"9850","Rider","Delaware",1,0,0,1
"9851","Rider","Drexel",0,1,1,1
"9852","Rider","Fairfield",2,4,0.666666666666667,6
"9853","Rider","Georgia Tech",1,0,0,1
"9854","Rider","Hartford",0,1,1,1
"9855","Rider","Iona",6,1,0.142857142857143,7
"9856","Rider","Jacksonville",0,1,1,1
"9857","Rider","Kansas",1,0,0,1
"9858","Rider","La Salle",1,0,0,1
"9859","Rider","Lehigh",1,1,0.5,2
"9860","Rider","Loyola MD",1,1,0.5,2
"9861","Rider","Manhattan",3,3,0.5,6
"9862","Rider","Marist",1,5,0.833333333333333,6
"9863","Rider","Michigan St",1,0,0,1
"9864","Rider","Monmouth NJ",1,5,0.833333333333333,6
"9865","Rider","Morgan St",0,1,1,1
"9866","Rider","N Dakota St",1,0,0,1
"9867","Rider","Niagara",1,5,0.833333333333333,6
"9868","Rider","Penn",0,2,1,2
"9869","Rider","Princeton",2,0,0,2
"9870","Rider","Purdue",1,0,0,1
"9871","Rider","Quinnipiac",1,3,0.75,4
"9872","Rider","Rice",0,1,1,1
"9873","Rider","Robert Morris",0,1,1,1
"9874","Rider","Rutgers",1,0,0,1
"9875","Rider","Santa Clara",1,0,0,1
"9876","Rider","Siena",3,3,0.5,6
"9877","Rider","SMU",1,0,0,1
"9878","Rider","South Carolina",1,0,0,1
"9879","Rider","Stony Brook",1,0,0,1
"9880","Rider","St Peter's",2,5,0.714285714285714,7
"9881","Rider","Villanova",1,0,0,1
"9882","Rider","Wagner",0,2,1,2
"9883","Rider","WI Milwaukee",0,1,1,1
"9884","Robert Morris","Alabama",1,0,0,1
"9885","Robert Morris","Arkansas",1,0,0,1
"9886","Robert Morris","Bowling Green",0,1,1,1
"9887","Robert Morris","Bradley",0,1,1,1
"9888","Robert Morris","Bryant",2,5,0.714285714285714,7
"9889","Robert Morris","Buffalo",2,0,0,2
"9890","Robert Morris","Campbell",0,2,1,2
"9891","Robert Morris","Central Conn",2,3,0.6,5
"9892","Robert Morris","Chattanooga",1,0,0,1
